TITLE,CATEGORY,COLOR,SIZE,PRICE,DESCRIPTION
Diesel Mens Chronograph Quarts Brown Leather Watch,Watch,Leather,['Default Title '],£110.00,[]
Diesel Mens Chronograph Quartz Black Leather Watch,Watch,Leather,['Default Title '],£95.00,[]
Diesel Mens Mini Daddy Three Hand Rose Gold Leather Watch,Watch,Leather,['Default Title '],£110.00,[]
Diesel Mirror Logo Black Jumper,Jumper,Black,"['L ', 'M ', 'S ', '\n                XL ', 'XS ']",£30.00,"['Diesel Mirror Logo Black Jumper. Diesel Mirror Logo Black Jumper. 100% Cotton. Style - S-Mart-A90 9XX. Regular Fit, Fits True To Size. Branded Logo On Chest']"
Diesel Narrot 0097U Jeans,Jeans,0097U,"['W28 / 30L ', 'W30 / 30L ', 'W32 / 30L ']",£80.00,"['Diesel Narrot 0097U Jeans. Diesel Narrot 0097U Jeans. Ankle Length Style, Medium Blue Treated Denim, Button Fly Closure. 98% Cotton 2% Elastane Stretch Denim. Diesel Branded Badge and 5th Coin Pocket. Style: NARROT 00CKTY-0097U-01']"
Diesel Narrot 084QW Jeans,Jeans,084QW,"['W28 L32 ', '\n                W29 L30 ', '\n                W29 L32 ', '\n                W30 L30 ', '\n                W30 L32 ', '\n                W31 L32 ', '\n                W32 L32 ', '\n                W33 L30 ', '\n                W33 L32 ', '\n                W34 L32 ', '\n                W36 L30 ', '\n                W36 L32 ']",£140.00,"['Diesel Narrot 084QW Jeans', '- Distressed and Faded', '- 3/4 Length Jeans- Black Badge', '- Worn Look with Destroyed Denim', '-\xa0Cropped Ankle Length Finish', '- RRP £270', '- 48% Discount From RRP']"
Diesel Narrot CB-NE Jogg 0688M Jeans,Jeans,0688M,"['W30 / 30L ', 'W32 / 30L ', '\n                34 in. / 30L ', '\n                36 in. / 30L ', '\n                28 in. / 30L ', '\n                38 in. / 30L ']",£80.00,"['Diesel Narrot CB-NE Jogg 0688M Jeans. Made In Italy. 98% Cotton, 2% Elastane. Zip Fly. Jogg Jeans with Super Stretch Material. Dark Grey Denim.']"
Diesel Narrot-NE 0682G Jeans,Jeans,0682G,"['\n                34 in. / 32L ', 'W26 / 30L ', '\n                36 in. / 32L ']",£80.00,"['Diesel Narrot-NE 0682G Jeans. 52% Lyocell, 45% cotton, 3% Elastane. Dirty Finish and Bleech Spots features. Made In Italy. Jogg Jeans with Super Stretch Material. String Adjusters on Waistband.']"
Diesel Narrot-NE 0687A Jeans,Jeans,0687A,"['W28 / 30L ', '\n                30 in. / 30L ', '\n                34 in. / 32L ', '\n                38 in. / 32L ', '\n                36 in. / 32L ']",£100.00,['Diesel Narrot-NE 0687A Jeans. Distressed and Faded. Diesel Jogg Jeans. Elasticated Waist. Jogg Jeans with Super Stretch Material. String Adjusters on Waistband']
Diesel Narrot-NE Jogg 0849K Jeans,Jeans,0849K,"['\n                W32 / 30L ', 'W34 / 32L ']",£120.00,"['Diesel Narrot-NE Jogg 0849K Jeans. Diesel Narrot Dark Blue Jogg Jeans. Destroyed and reinforced denim. Dark Blue Treated Denim. 90% Cotton, 8% Polyester, 2% Elastane Stretch Denim. RRP £300']"
Diesel Only The Braec Circle Logo Black T-Shirt,T-Shirt,Black,"['M ', '\n                S ', 'XL ']",£15.00,"['Diesel Only The Braec Circle Logo Black T-Shirt. Diesel Black T-Shirt. Large Printed Motif on the Front, Short Sleeved, 100% Cotton. Crew Neck Tee, Only The Brave Logo. Crew Neck Tee, Regular Fit, Fits True To Size, Circle Logo On Chest. Style - T-Diegos-K35 0AAXJ 900']"
Diesel Only The Brave Circle Logo White T-Shirt,T-Shirt,White,['L '],£15.00,"['Diesel Only The Brave Circle Logo White T-Shirt. Diesel White Tee. Large Diesel Branded Logo On Chest. 100% Cotton, Crew Neck. Regular Fit, Fits True To Size. Style - T-Diegos-K35 100']"
Diesel Only The Brave Copyright Black Hoodie,Hoodie,Black,"['L ', 'M ', 'XL ']",£42.00,"['Diesel Only The Brave Copyright Black Hoodie. Diesel Only The Brave Copyright Black Hoodie. 100% Cotton. Regular Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Ummerib-E2 9XX']"
Diesel P-Cyan Green Cargo Shorts,Shorts,Cargo,"['W28 ', 'W29 ', 'W30 ', 'W31 ', '\n                W32 ', '\n                W33 ', '\n                W34 ']",£55.00,['Diesel P-Cyan Green Cargo Shorts. Diesel P-Cyan Green Cargo Shorts. Style - P-Cyan-Short 51F. Regular Fit 8 Pocket Style. Zip Fly With Button Closure. Branded Badge On Back Pocket']
Diesel P-Keith Black Bremuda Shorts,Shorts,Bremuda,"['L ', 'M ', 'S ']",£25.00,"['Diesel P-Keith Black Bremuda Shorts. Diesel Black Swimwear. 100% Polyester, Bremuda Shorts Style, 2 Open Pockets. Diesel Branding, Mesh Netting On Inner Shorts, White Badge On Left Leg. Drawstring Ties, Elasticated Waistband. Product Code : P-Keith 0AAYQ 9XX']"
Diesel P-Prone Black Cargo Shorts,Shorts,Cargo,"['L ', '\n                M ', 'S ', 'XL ']",£40.00,"['Diesel P-Prone Black Cargo Shorts. Diesel P-Prone Black Cargo Shorts. Style - P-Prone 9XX. Elasticated Waist. 2 Button Closure Pockets. 98% Cotton, 2% Elastane']"
Diesel P-Tary-Division-Short Black Jogg Shorts,Shorts,Jogg,"['L ', 'XL ']",£35.00,['Diesel P-Tary-Division-Short Black Jogg Shorts. Diesel Black Shorts. 100% Cotton. Elasticated Waist. 2 Open Pockets. Style - P-Tary-Division-Short 900']
Diesel Pocket Patch Logo Black Military Jacket,Jacket,Military,"['\n                L ', 'M ']",£100.00,['Diesel Pocket Patch Logo Black Military Jacket. Diesel Pocket Patch Logo Military Jacket. Central Zip Closure. Pocket Designs All Over. Style - J-Battle 9XX. 100% Cotton']
Diesel Pocket Patch Logo Green Military Jacket,Jacket,Military,"['S ', 'XL ', '\n                L ', 'M ']",£120.00,['Diesel Pocket Patch Logo Green Military Jacket. Diesel Pocket Patch Logo Military Jacket. Central Zip Closure. Pocket Designs All Over. Style - J-Battle 51F. 100% Cotton']
Diesel Pyramid Brand Logo Black Sweater,Sweater,Black,"['L ', 'M ', 'XL ', 'XXL ']",£30.00,"['Diesel Pyramid Brand Logo Black Sweater. Diesel Pyramid Brand Logo Black Jumper. 100% Cotton, Large Branding Across The Chest. Crew Neck, Long Sleeves. BMOWT-WILLY 0BDAM 900. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel Pyramid Brand Logo White Sweater,Sweater,White,"['L ', 'M ', 'XL ']",£30.00,"['Diesel Pyramid Brand Logo White Sweater. Diesel Pyramid Brand Logo White Jumper. 100% Cotton, Large Branding Across The Chest. Crew Neck, Long Sleeves. BMOWT-WILLY 0BDAM 100. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel R-Akura Hooded Black Leather Jacket,Jacket,Leather,['S '],£150.00,"['Diesel R-Akura Hooded Black Leather Jacket. 100% Sheepskin Leather Hooded Black Jacket. Central Zip Opening, Large Branded Zip Puller. Two Zip Pockets. Adjustable Hood. Stretchy Cotton on Waist and Wrist Areas']"
Diesel R-Dubfits-Kit E4084 Scarf,Scarf,E4084,['Default Title '],£25.00,['Diesel R-Dubfits-Kit E4084 Scarf. 100% Acrylic Hat and Scarf Set. Unisex. Ribbed Edge on Hat. Branded Diesel Logo on Both. Stretching Material']
Diesel R-Ramyton 900 Leather Jacket,Jacket,Leather,"['\n                S ', '\n                M ', '\n                L ', '\n                XL ']",£120.00,"['Soft Black Leather Jacket', 'Central Zip Closure', 'Side Zip Pockets', 'Logo Detail', 'Lined Interior', 'Leather Jacket']"
Diesel Reverse Logo Black Sweater,Sweater,Black,"['L ', 'M ']",£35.00,"['Diesel Reverse Logo Black Sweater. Diesel Reverse Logo Sweater. 100% Cotton. Crew Neck, Long Sleeves. S-Girk-N80 9XX. Elasticated Neck, Sleeve Ends and Hem']"
Diesel Reverse Logo Grey Sweater,Sweater,Grey,"['L ', 'M ']",£35.00,"['Diesel Reverse Logo Grey Sweater. Diesel Grey Jumper. 100% Cotton, Diesel Reverse Logo Sweater. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Hem. Style: S-Girk-N80 9CB']"
Diesel Reverse Logo White Sweater,Sweater,White,"['L ', 'M ', 'XL ']",£35.00,"['Diesel Reverse Logo White Sweater. Diesel White Jumper. 100% Cotton, Diesel Reverse Logo Sweater. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Hem. Style: S-Girk-N80 100']"
Diesel S-Alby Peeled Logo Navy Hoodie,Hoodie,Navy,['L '],£35.00,"['Diesel S-Alby Peeled Logo Navy Hoodie. Diesel Navy Hoodie. 100% Cotton. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Alby 81E Sweatshirt']"
Diesel S-Alby-A1 Skull White Hoodie,Hoodie,White,"['L ', '\n                M ', 'XL ']",£40.00,"['Diesel S-Alby-A1 Skull White Hoodie. Diesel White S-Alby-A1 Hoodie. 100% Cotton, Skull Emblem. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Alby-A1 100']"
Diesel S-Alby-D1 Black Hoodie,Hoodie,Black,['M '],£45.00,"['Diesel S-Alby-D1 Black Hoodie. Diesel Black Hooded Jumper. 100% Cotton, Large Graphic On Front, Elasticated Sleeve Ends and Waist, Drawstring Hood. Graphic On Front, Front Kangaroo Pocket. Diesel Collection, Long Sleeve. Style Code: S-ALBY-D1 0IAEG 900']"
Diesel S-Alby-D1 Black Hoodie,Hoodie,Black,"['L ', 'M ', 'S ']",£45.00,"['Diesel S-Alby-D1 Black Hoodie. Diesel White Hooded Jumper. 100% Cotton, Large Graphic On Front, Elasticated Sleeve Ends and Waist, Drawstring Hood. Graphic On Front, Front Kangaroo Pocket. Diesel Collection, Long Sleeve. Style Code: S-ALBY-D1 0IAEG 100']"
Diesel S-Astico-Mce Grey High Cut Sneakers,Sneakers,Cut,"['\n                8 ', '\n                8.5 ', '\n                9 ', '10 ', '10.5 ']",£35.00,"['Diesel S-Astico-Mce Grey High Cut Sneakers. Diesel S-Astico-Mce Grey High Cut Sneakers. Textile Upper. Lace Fasten, Large Branding. Rubber Sole. Style -Y02378 P3401 H8159']"
Diesel S-Bay-BX5 Black Sweater,Sweater,Black,"['L ', 'M ', 'S ']",£35.00,"['Diesel S-Bay-BX5 Black Sweater. Diesel Black Jumper. 100% Cotton, Large Graphic On Front. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Bottom. Style: S-Bay-BX5 0IAJH 900']"
Diesel S-Crew-Division Logo White Sweatshirt,Sweatshirt,White,['XXL '],£30.00,"['Diesel S-Crew-Division Logo White Sweatshirt. Diesel White Crew Neck Jumper. Regular Fit, Fits True To Size. 100% Cotton. Ribbed Sleeve and Waist Endings. Style:S-Crew-Division 100']"
Diesel S-Division-Logo Pink Sweater,Sweater,Pink,"['L ', 'M ', 'S ']",£40.00,"['Diesel S-Division-Logo Pink Sweater. Diesel Pink Hooded Jumper. 100% Cotton, Large Branding Across The Chest. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Bottom. Style: S-DIVISION-LOGO 0BAWT 3BB']"
Diesel S-Division-Logo White Hoodie,Hoodie,White,"['L ', '\n                M ', 'S ']",£40.00,"['Diesel S-Division-Logo White Hoodie. Diesel White Hooded Jumper. 100% Cotton, Large Branding Across The Chest. Crew Neck, Long Sleeves, Diesel Collection. 100% Cotton, Large Graphic On Front, Elasticated Sleeve Ends and Waist, Drawstring Hood. Style Code: S-Division-Logo 0BAWT 100']"
Diesel S-Dvelows Mid Y02586 PR196 H8571 Hi Top Sneakers,Sneakers,Top,"['\n                7 ', '10 ', '8.5 ']",£55.00,['Diesel S-Dvelows Mid White Hi Top Sneakers. Diesel White Trainers. Fabric Upper. Lace Fasten. Rubber Sole. Style - Y02586 PR196 H8571']
Diesel S-Dvelows Y02586 P3848 T8013 Mid Black Hi Top Sneakers,Sneakers,Top,"['7 ', '8 ', '8.5 ', '\n                9 ', '\n                11 ', '12 ']",£55.00,['Diesel S-Dvelows Mid Black Hi Top Sneakers. Diesel Black Trainers. Fabric Upper. Lace Fasten. Rubber Sole. Style - Y02586 P3848 T8013']
Diesel S-Flip On Slip On Black Low Cut Sneakers,Sneakers,Cut,"['\n                7 ', '\n                8 ', '\n                8.5 ', '\n                9 ', '\n                10 ', '6 ']",£45.00,['Diesel S-Flip On Slip On Black Low Cut Sneakers. Diesel Low Cut Trainers. Fabric Upper. Slip-On. Rubber Sole. Style -Y01866 P0482 T8013']
Diesel S-GIR-B5 Black Sweatshirt,Sweatshirt,Black,"['M ', 'XL ']",£30.00,"['Diesel S-GIR-B5 Black Sweatshirt. Diesel Black Crew Neck Jumper. Large Logo With Diesel Branding. Regular Fit, Fits True To Size. Elasticated Sleeve and Waist Endings, 100% Cotton. Style - S-Gir-B5 900']"
Diesel S-Gir-Div-P Pacth Logo Black Sweater,Sweater,Black,['S '],£35.00,"['Diesel S-Gir-Div-P Pacth Logo Black Sweater. Diesel Black Jumper. 100% Cotton, Small Graphic On Left Breast. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Bottom. Style: S-GIR-DIV-P 0IAJH 900']"
Diesel S-Gir-Div-P Pacth Logo White Sweater,Sweater,White,"['S ', 'M ']",£35.00,"['Diesel S-Gir-Div-P Pacth Logo White Sweater. Diesel White Jumper. 100% Cotton, Small Graphic On Left Breast. Crew Neck, Long Sleeves. Elasticated Neck, Sleeve Ends and Bottom. Style: S-GIR-DIV-P 0IAJH 100']"
Diesel S-GIR-YA Star Logo White Sweatshirt,Sweatshirt,White,['L '],£35.00,"['Diesel S-GIR-YA Star Logo White Sweatshirt. Diesel S-GIR-YA 100 White Crew Neck Jumper. Large Star Logo With Diesel Branding. Regular Fit, Fits True To Size. Elasticated Sleeve and Waist Endings. 100% Cotton']"
Diesel S-Girk-A74 Brand Logo Black Sweater,Sweater,Black,"['L ', 'M ', 'XL ', '\n                XXL ']",£32.00,"['Diesel S-Girk-A74 Brand Logo Black Sweater. Diesel S-Girk-A74 Brand Logo Black Jumper. 60% Cotton 40% Polyester, Large Branding Across The Chest. Crew Neck, Long Sleeves. S-GIRK A74 9XX. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel S-Girk-A74 Brand Logo Red Sweater,Sweater,Red,"['L ', 'M ', 'XL ', 'XXL ']",£32.00,"['Diesel S-Girk-A74 Brand Logo Red Sweater. Diesel S-Girk-A74 Brand Logo Red Jumper. 60% Cotton 40% Polyester, Large Branding Across The Chest. Crew Neck, Long Sleeves. S-GIRK A74 3BI. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel S-Girk-Hood-Cuty Black Hoodie,Hoodie,Black,"['\n                L ', '\n                M ', '\n                S ', 'XL ', '\n                XXL ']",£35.00,"['Diesel S-Girk-Hood-Cuty Black Hoodie. Diesel S-Girk-Hood-Cuty Black Hoodie. 100% Cotton, Large Kangaroo Pocket. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Girk-Hood-Cuty 900 Sweatshirt']"
Diesel S-Girk-Hood-Cuty Blue Hoodie,Hoodie,Blue,"['L ', 'M ', '\n                S ', '\n                XL ']",£35.00,"['Diesel S-Girk-Hood-Cuty Blue Hoodie. Diesel S-Girk-Hood-Cuty Blue Hoodie. 100% Cotton, Large Kangaroo Pocket. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Girk-Hood-Cuty 8MG Sweatshirt']"
Diesel S-Girk-Hood-K3 Blue Hoodie,Hoodie,Blue,"['L ', 'M ', 'S ']",£30.00,"['Diesel S-Girk-Hood-K3 Blue Hoodie. Diesel Blue Hoodie. 100% Cotton, Large Kangaroo Pocket. Regular Slim Fit, Fits True To Size. Ribbed Sleeve and Waist Endings. Style: S-Girk-Hood-K3 8MG Sweatshirt']"
Diesel S-Girk-K13 9CB Grey Sweatshirt,Sweatshirt,Grey,"['L ', 'M ', 'XL ', 'XXL ']",£28.00,"['Diesel S-Girk-K13 9CB Grey Sweatshirt. Diesel Grey Crew Neck Jumper. Large Diesel Branding. Regular Fit, Fits True To Size. Elasticated Sleeve and Waist Endings. Style: S-Girk-K13 0HAYT 9CB']"
Diesel S-Girk-K13 9XX Black Sweatshirt,Sweatshirt,Black,"['M ', 'L ', 'S ', 'XL ']",£30.00,"['Diesel S-Girk-K13 9XX Black Sweatshirt. Diesel S-Girk-K13 9XX Black Crew Neck Jumper. Large Diesel Branding. Regular Fit, Fits True To Size. Elasticated Sleeve and Waist Endings. Crew Neck']"
Diesel S-Girk-K31 Brand Logo Black Sweater,Sweater,Black,"['L ', 'M ', 'XL ']",£30.00,"['Diesel S-Girk-K31 Brand Logo Black Sweater. Diesel S-Girk-K31 Brand Logo Black Jumper. 100% Cotton, Large Branding Across The Chest. Crew Neck, Long Sleeves. S-GIRK K31 9XX. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel S-Girk-N85 Brand Logo Black Sweater,Sweater,Black,"['M ', 'L ']",£30.00,"['Diesel S-Girk-N85 Brand Logo Black Sweater. Diesel S-Girk-N85 Brand Logo Black Jumper. 100% Cotton, Branding On Front Chest. Crew Neck, Long Sleeves. S-GIRK N85 9XX. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel S-Girk-N85 Brand Logo Green Sweater,Sweater,Green,"['L ', 'M ', 'XL ', 'XXL ']",£30.00,"['Diesel S-Girk-N85 Brand Logo Green Sweater. Diesel S-Girk-N85 Brand Logo Green Jumper. 100% Cotton, Branding On Front Chest. Crew Neck, Long Sleeves. S-GIRK N85 51F. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel S-Girk-N85 Brand Logo Grey Sweater,Sweater,Grey,"['M ', 'L ', 'XL ']",£30.00,"['Diesel S-Girk-N85 Brand Logo Grey Sweater. Diesel S-Girk-N85 Brand Logo Grey Jumper. 100% Cotton, Branding On Front Chest. Crew Neck, Long Sleeves. S-GIRK N85 9CB. Elasticated Neck, Sleeve Ends and Bottom']"
Diesel S-Girk-Zip-Hood Green Zip Hoodie,Hoodie,Zip,"['L ', 'M ', '\n                XL ']",£45.00,"['Diesel S-Girk-Zip-Hood Green Zip Hoodie. Diesel S-Girk-Zip-Hood Green Zip Hoodie. Elasticated Sleeve Ends and Waist, Drawstring Hood. Front Zip Closure, Front Pockets. Diesel Branding Across Back And On Left Chest. Style Code: S-Girk-Zip-Hood 51F']"
Diesel S-Girk-Zip-Hood White Zip Hoodie,Hoodie,Zip,['M '],£45.00,"['Diesel S-Girk-Zip-Hood White Zip Hoodie. Diesel S-Girk-Zip-Hood White Zip Hoodie. Elasticated Sleeve Ends and Waist, Drawstring Hood. Front Zip Closure, Front Pockets. Diesel Branding Across Back And On Left Chest. Style Code: S-Girk-Zip-Hood 100']"
Diesel S-Hara 0EARC 900 Jumper,Jumper,900,['M '],£36.00,['Diesel S-Hara 0EARC 900 Jumper. 100% Cotton. Hooded Sweater Jacket. Adjustable Drawstring Hood. Elasticated Hem and Cuffs. Distressed Frayed Style.']
Diesel S-KBY Black Stripe Sneakers,Sneakers,Stripe,"['\n                EU 45 (UK 11 / US 12) ', 'EU 46 (UK 12 / US 12.5) ']",£40.00,['Diesel S-KBY Black Stripe Sneakers. Diesel Y01534 P1606 T8013 Trainers. Lightweight Style. Lace Tighten. Diesel Branding. Black Low Sneaker']
Diesel S-Orestes-Patch Indian Logo Grey Sweater,Sweater,Grey,['L '],£35.00,"['Diesel S-Orestes-Patch Indian Logo Grey Sweater. Diesel S-Orestes-Patch Indian Logo Grey Jumper. 100% Cotton, Regular Fit, Fits True To Size. Crew Neck, Long Sleeves, Elasticated Neck, Hem and Cuffs. Large Branding Across The Chest. Style: S-ORESTES - 00SQYT-0IAEG-912']"
Diesel S-Orestes-Patch Indian Logo Red Sweater,Sweater,Red,"['L ', 'M ', 'S ']",£35.00,"['Diesel S-Orestes-Patch Indian Logo Red Sweater. Diesel S-Orestes-Patch Indian Logo Red Jumper. 100% Cotton, Regular Fit, Fits True To Size. Crew Neck, Long Sleeves, Elasticated Neck, Hem and Cuffs. Large Branding Across The Chest. Style: S-ORESTES - 00SQYT-0IAEG-41U']"
Diesel S-TYCHE Y02635 P4005 H8528 Low Cut Sneakers,Sneakers,Cut,"['11 ', '\n                EU 44 (UK 10 / US 10.5) ']",£50.00,['Diesel S-TYCHE Grey Low Cut Sneakers. Diesel Grey Trainers. Fabric Upper. Lace Fasten. Rubber Sole. Style -Y02635 P4005 H8528']
Diesel Safado-X 009HN Blue Jeans,Jeans,Blue,"['\n                28 in. / 32L ', '\n                29 in. / 32L ', '\n                30 in. / 32L ', '31 in. / 32L ', '\n                33 in. / 32L ', '40 in. / 32L ']",£50.00,['Diesel Safado-X 009HN Blue Jeans. Diesel Blue Denim Pants. Button Fly. 99% Cotton 1% Elastane. Straight Leg. Diesel Branded Badge']
Diesel Senecas Slim Fit 87T Casual Shirt,Shirt,Casual,['L '],£18.00,['Diesel Senecas Slim Fit 87T Casual Shirt. Yellow Check Shirt. Short Sleeves. Central Button Fasten. Fold Down Collar. Open Pockets']
Diesel Shioner 0881L Jeans,Jeans,0881L,['27 in. / 32L '],£45.00,['Diesel Shioner 0881L Jeans. Distressed and Faded. Stretch Denim. Made in Italy. Worn Look with Destroyed Denim. Whiskering on Thighs and Knees']
